,client_type,service_tier,reserved_gpu_type
1798,research_consortium,standard,GPU_T1
1799,cloud_marketplace,standard,GPU_T1
1800,research_consortium,standard,GPU_T1
1801,cloud_marketplace,on_demand,GPU_T1
1802,cloud_marketplace,standard,GPU_T4
1803,managed_account,standard,GPU_T6
1804,research_consortium,standard,GPU_T1
1805,cloud_marketplace,standard,GPU_T1
1806,managed_account,on_demand,GPU_T1
1807,managed_account,priority,GPU_T1
1808,research_consortium,standard,GPU_T1
1809,cloud_marketplace,standard,GPU_T5
1810,cloud_marketplace,standard,GPU_T4
1811,cloud_marketplace,standard,GPU_T4
1812,cloud_marketplace,standard,GPU_T4
1813,cloud_marketplace,standard,GPU_T1
1814,cloud_marketplace,on_demand,GPU_T1
1815,cloud_marketplace,on_demand,GPU_T1
1816,enterprise_client,standard,GPU_T1
1817,cloud_marketplace,on_demand,GPU_T1
1818,cloud_marketplace,on_demand,GPU_T1
1819,cloud_marketplace,standard,GPU_T4
1820,enterprise_client,standard,GPU_T1
1821,research_consortium,standard,GPU_T4
1822,cloud_marketplace,standard,GPU_T4
1823,cloud_marketplace,standard,GPU_T4
1824,managed_account,standard,GPU_T4
1825,internal_research,standard,GPU_T1
1826,internal_research,standard,GPU_T1
1827,cloud_marketplace,standard,GPU_T1
1828,cloud_marketplace,on_demand,GPU_T1
1829,enterprise_client,standard,GPU_T1
1830,managed_account,standard,GPU_T1
1831,cloud_marketplace,on_demand,GPU_T1
1832,cloud_marketplace,standard,GPU_T1
1833,cloud_marketplace,standard,GPU_T5
1834,cloud_marketplace,standard,GPU_T1
1835,cloud_marketplace,standard,GPU_T1
1836,internal_research,standard,GPU_T1
1837,cloud_marketplace,standard,GPU_T1
1838,cloud_marketplace,on_demand,GPU_T1
1839,cloud_marketplace,standard,GPU_T1
1840,enterprise_client,standard,GPU_T1
1841,cloud_marketplace,standard,GPU_T1
1842,research_consortium,standard,GPU_T1
1843,cloud_marketplace,standard,GPU_T1
1844,cloud_marketplace,standard,GPU_T2
1845,cloud_marketplace,on_demand,GPU_T1
1846,enterprise_client,on_demand,GPU_T1
1847,managed_account,standard,GPU_T1
1848,cloud_marketplace,standard,GPU_T4
1849,cloud_marketplace,standard,GPU_T1
1850,cloud_marketplace,standard,GPU_T1
1851,cloud_marketplace,standard,GPU_T4
1852,managed_account,standard,GPU_T1
1853,enterprise_client,standard,GPU_T1
1854,cloud_marketplace,standard,GPU_T1
1855,cloud_marketplace,on_demand,GPU_T1
1856,internal_research,standard,GPU_T5
1857,cloud_marketplace,priority,GPU_T1
1858,internal_research,standard,GPU_T1
1859,internal_research,standard,GPU_T5
1860,managed_account,standard,GPU_T1
1861,managed_account,priority,GPU_T1
1862,cloud_marketplace,standard,GPU_T1
1863,internal_research,standard,GPU_T1
1864,managed_account,standard,GPU_T1
1865,managed_account,standard,GPU_T1
1866,cloud_marketplace,standard,GPU_T1
1867,cloud_marketplace,standard,GPU_T1
1868,cloud_marketplace,standard,GPU_T1
1869,high_priority_partner,standard,GPU_T1
1870,sponsored_project,standard,GPU_T1
1871,cloud_marketplace,standard,GPU_T6
1872,cloud_marketplace,on_demand,GPU_T1
1873,cloud_marketplace,standard,GPU_T1
1874,cloud_marketplace,standard,GPU_T1
1875,managed_account,on_demand,GPU_T1
1876,research_consortium,standard,GPU_T1
1877,enterprise_client,standard,GPU_T1
1878,cloud_marketplace,standard,GPU_T4
1879,enterprise_client,standard,GPU_T1
1880,cloud_marketplace,standard,GPU_T4
1881,cloud_marketplace,standard,GPU_T1
1882,cloud_marketplace,standard,GPU_T4
1883,managed_account,priority,GPU_T4
1884,managed_account,standard,GPU_T1
1885,cloud_marketplace,standard,GPU_T4
1886,cloud_marketplace,standard,GPU_T1
1887,cloud_marketplace,standard,GPU_T1
1888,cloud_marketplace,standard,GPU_T1
1889,cloud_marketplace,priority,GPU_T4
1890,cloud_marketplace,standard,GPU_T1
1891,cloud_marketplace,standard,GPU_T1
1892,cloud_marketplace,on_demand,GPU_T1
1893,enterprise_client,standard,GPU_T1
1894,research_consortium,standard,GPU_T1
1895,research_consortium,standard,GPU_T1
1896,managed_account,standard,GPU_T1
1897,cloud_marketplace,priority,GPU_T6
1898,managed_account,standard,GPU_T1
1899,cloud_marketplace,standard,GPU_T1
1900,internal_research,standard,GPU_T1
1901,research_consortium,standard,GPU_T1
1902,cloud_marketplace,standard,GPU_T1
1903,enterprise_client,standard,GPU_T5
1904,research_consortium,standard,GPU_T1
1905,research_consortium,standard,GPU_T1
1906,cloud_marketplace,standard,GPU_T5
1907,cloud_marketplace,standard,GPU_T1
1908,cloud_marketplace,priority,GPU_T1
1909,managed_account,priority,GPU_T4
1910,cloud_marketplace,on_demand,GPU_T1
1911,cloud_marketplace,on_demand,GPU_T1
1912,cloud_marketplace,priority,GPU_T1
1913,cloud_marketplace,standard,GPU_T4
1914,cloud_marketplace,standard,GPU_T1
1915,cloud_marketplace,standard,GPU_T6
1916,managed_account,standard,GPU_T4
1917,cloud_marketplace,standard,GPU_T1
1918,cloud_marketplace,on_demand,GPU_T1
1919,research_consortium,standard,GPU_T4
1920,cloud_marketplace,standard,GPU_T4
1921,cloud_marketplace,standard,GPU_T5
1922,research_consortium,standard,GPU_T1
1923,managed_account,standard,GPU_T1
1924,research_consortium,standard,GPU_T1
1925,research_consortium,standard,GPU_T1
1926,internal_research,priority,GPU_T1
1927,research_consortium,standard,GPU_T1
1928,cloud_marketplace,standard,GPU_T4
1929,managed_account,standard,GPU_T1
1930,research_consortium,standard,GPU_T1
1931,cloud_marketplace,standard,GPU_T4
1932,managed_account,standard,GPU_T1
1933,cloud_marketplace,standard,GPU_T1
1934,enterprise_client,standard,GPU_T1
1935,research_consortium,standard,GPU_T1
1936,research_consortium,standard,GPU_T1
1937,cloud_marketplace,standard,GPU_T4
1938,research_consortium,standard,GPU_T1
1939,internal_research,standard,GPU_T5
1940,research_consortium,standard,GPU_T1
1941,cloud_marketplace,standard,GPU_T4
1942,managed_account,on_demand,GPU_T1
1943,research_consortium,standard,GPU_T1
1944,managed_account,standard,GPU_T1
1945,research_consortium,standard,GPU_T1
1946,managed_account,standard,GPU_T1
1947,managed_account,standard,GPU_T1
1948,research_consortium,standard,GPU_T1
1949,cloud_marketplace,standard,GPU_T1
1950,cloud_marketplace,priority,GPU_T1
1951,cloud_marketplace,standard,GPU_T1
1952,cloud_marketplace,standard,GPU_T1
1953,cloud_marketplace,standard,GPU_T1
1954,cloud_marketplace,standard,GPU_T1
1955,cloud_marketplace,standard,GPU_T5
1956,cloud_marketplace,standard,GPU_T4
1957,cloud_marketplace,priority,GPU_T5
1958,cloud_marketplace,priority,GPU_T5
1959,cloud_marketplace,standard,GPU_T6
1960,cloud_marketplace,priority,GPU_T5
1961,internal_research,standard,GPU_T1
1962,cloud_marketplace,standard,GPU_T5
1963,cloud_marketplace,standard,GPU_T6
1964,cloud_marketplace,standard,GPU_T1
1965,research_consortium,priority,GPU_T4
1966,research_consortium,priority,GPU_T4
1967,research_consortium,priority,GPU_T4
1968,research_consortium,priority,GPU_T4
1969,cloud_marketplace,standard,GPU_T4
1970,cloud_marketplace,priority,GPU_T1
1971,research_consortium,priority,GPU_T4
1972,research_consortium,priority,GPU_T1
1973,cloud_marketplace,priority,GPU_T7
1974,cloud_marketplace,on_demand,GPU_T1
1975,managed_account,priority,GPU_T1
1976,managed_account,standard,GPU_T1
1977,managed_account,standard,GPU_T1
1978,cloud_marketplace,standard,GPU_T1
1979,cloud_marketplace,standard,GPU_T1
1980,cloud_marketplace,standard,GPU_T4
1981,cloud_marketplace,standard,GPU_T1
1982,managed_account,standard,GPU_T4
1983,cloud_marketplace,standard,GPU_T1
1984,cloud_marketplace,standard,GPU_T4
1985,cloud_marketplace,standard,GPU_T1
1986,managed_account,priority,GPU_T1
1987,managed_account,priority,GPU_T1
1988,managed_account,standard,GPU_T1
1989,internal_research,standard,GPU_T4
1990,cloud_marketplace,standard,GPU_T1
1991,managed_account,standard,GPU_T1
1992,cloud_marketplace,standard,GPU_T1
1993,cloud_marketplace,standard,GPU_T1
1994,cloud_marketplace,standard,GPU_T5
1995,managed_account,standard,GPU_T1
1996,managed_account,standard,GPU_T1
1997,internal_research,standard,GPU_T1
1998,cloud_marketplace,standard,GPU_T1
1999,research_consortium,standard,GPU_T1
2000,managed_account,standard,GPU_T1
2001,enterprise_client,standard,GPU_T1
2002,cloud_marketplace,on_demand,GPU_T1
2003,enterprise_client,standard,GPU_T1
2004,managed_account,standard,GPU_T1
2005,enterprise_client,standard,GPU_T1
2006,research_consortium,standard,GPU_T1
2007,sponsored_project,priority,GPU_T6
2008,managed_account,standard,GPU_T1
2009,cloud_marketplace,standard,GPU_T1
2010,cloud_marketplace,standard,GPU_T1
2011,managed_account,standard,GPU_T1
2012,research_consortium,standard,GPU_T1
2013,cloud_marketplace,standard,GPU_T1
2014,cloud_marketplace,standard,GPU_T1
2015,research_consortium,standard,GPU_T1
2016,research_consortium,standard,GPU_T1
2017,cloud_marketplace,standard,GPU_T1
2018,cloud_marketplace,standard,GPU_T1
2019,managed_account,standard,GPU_T1
2020,research_consortium,standard,GPU_T1
2021,research_consortium,standard,GPU_T1
2022,research_consortium,standard,GPU_T1
2023,cloud_marketplace,standard,GPU_T4
2024,cloud_marketplace,standard,GPU_T1
2025,cloud_marketplace,standard,GPU_T1
2026,research_consortium,standard,GPU_T1
2027,cloud_marketplace,standard,GPU_T4
2028,cloud_marketplace,standard,GPU_T4
2029,cloud_marketplace,standard,GPU_T1
2030,cloud_marketplace,standard,GPU_T1
2031,internal_research,standard,GPU_T1
2032,internal_research,standard,GPU_T4
2033,cloud_marketplace,standard,GPU_T4
2034,managed_account,on_demand,GPU_T1
2035,research_consortium,priority,GPU_T4
2036,research_consortium,priority,GPU_T1
2037,managed_account,standard,GPU_T1
2038,internal_research,standard,GPU_T1
2039,cloud_marketplace,standard,GPU_T1
2040,managed_account,standard,GPU_T1
2041,managed_account,enterprise,GPU_T1
2042,research_consortium,priority,GPU_T1
2043,cloud_marketplace,standard,GPU_T4
2044,managed_account,standard,GPU_T1
2045,research_consortium,priority,GPU_T1
2046,cloud_marketplace,standard,GPU_T1
2047,research_consortium,priority,GPU_T1
2048,managed_account,priority,GPU_T1
2049,research_consortium,priority,GPU_T1
2050,internal_research,standard,GPU_T1
2051,cloud_marketplace,standard,GPU_T2
2052,cloud_marketplace,standard,GPU_T1
2053,internal_research,standard,GPU_T6
2054,research_consortium,priority,GPU_T1
2055,research_consortium,priority,GPU_T4
2056,managed_account,standard,GPU_T5
2057,cloud_marketplace,standard,GPU_T1
2058,enterprise_client,standard,GPU_T1
2059,cloud_marketplace,standard,GPU_T4
2060,cloud_marketplace,standard,GPU_T1
2061,cloud_marketplace,standard,GPU_T1
2062,cloud_marketplace,standard,GPU_T7
2063,enterprise_client,standard,GPU_T1
2064,research_consortium,priority,GPU_T1
2065,managed_account,standard,GPU_T1
2066,managed_account,priority,GPU_T1
2067,managed_account,standard,GPU_T1
2068,managed_account,priority,GPU_T1
2069,managed_account,standard,GPU_T1
2070,internal_research,priority,GPU_T1
2071,managed_account,priority,GPU_T1
2072,cloud_marketplace,standard,GPU_T4
2073,managed_account,standard,GPU_T1
2074,managed_account,priority,GPU_T1
2075,managed_account,standard,GPU_T1
2076,managed_account,standard,GPU_T1
2077,internal_research,standard,GPU_T1
2078,cloud_marketplace,standard,GPU_T4
2079,managed_account,standard,GPU_T1
2080,cloud_marketplace,standard,GPU_T4
2081,cloud_marketplace,standard,GPU_T4
2082,managed_account,standard,GPU_T1
2083,cloud_marketplace,standard,GPU_T1
2084,managed_account,standard,GPU_T1
2085,enterprise_client,standard,GPU_T1
2086,managed_account,standard,GPU_T1
2087,cloud_marketplace,standard,GPU_T1
2088,cloud_marketplace,standard,GPU_T1
2089,cloud_marketplace,standard,GPU_T6
2090,managed_account,standard,GPU_T4
2091,research_consortium,standard,GPU_T1
2092,cloud_marketplace,standard,GPU_T1
2093,research_consortium,unknown,GPU_T1
2094,research_consortium,standard,GPU_T1
2095,cloud_marketplace,standard,GPU_T4
2096,cloud_marketplace,standard,GPU_T4
2097,research_consortium,standard,GPU_T1
2098,cloud_marketplace,standard,GPU_T1
2099,research_consortium,standard,GPU_T1
2100,high_priority_partner,standard,GPU_T1
2101,cloud_marketplace,standard,GPU_T1
2102,cloud_marketplace,standard,GPU_T4
2103,cloud_marketplace,standard,GPU_T1
2104,cloud_marketplace,on_demand,GPU_T1
2105,internal_research,priority,GPU_T4
2106,cloud_marketplace,standard,GPU_T1
2107,cloud_marketplace,standard,GPU_T1
2108,managed_account,standard,GPU_T1
2109,cloud_marketplace,standard,GPU_T6
2110,cloud_marketplace,on_demand,GPU_T1
2111,cloud_marketplace,on_demand,GPU_T1
2112,research_consortium,standard,GPU_T1
2113,managed_account,standard,GPU_T1
2114,cloud_marketplace,standard,GPU_T6
2115,internal_research,standard,GPU_T5
2116,cloud_marketplace,standard,GPU_T1
2117,cloud_marketplace,standard,GPU_T4
2118,cloud_marketplace,standard,GPU_T1
2119,internal_research,standard,GPU_T4
2120,cloud_marketplace,standard,GPU_T1
2121,cloud_marketplace,standard,GPU_T5
2122,research_consortium,priority,GPU_T1
2123,managed_account,standard,GPU_T1
2124,research_consortium,standard,GPU_T1
2125,research_consortium,priority,GPU_T1
2126,cloud_marketplace,standard,GPU_T6
2127,cloud_marketplace,standard,GPU_T1
2128,cloud_marketplace,standard,GPU_T2
2129,managed_account,standard,GPU_T1
2130,managed_account,priority,GPU_T5
2131,managed_account,priority,GPU_T1
2132,cloud_marketplace,standard,GPU_T4
2133,managed_account,standard,GPU_T1
2134,cloud_marketplace,standard,GPU_T1
2135,cloud_marketplace,on_demand,GPU_T1
2136,cloud_marketplace,standard,GPU_T4
2137,research_consortium,priority,GPU_T1
2138,research_consortium,priority,GPU_T1
2139,research_consortium,priority,GPU_T1
2140,managed_account,priority,GPU_T1
2141,cloud_marketplace,standard,GPU_T4
2142,cloud_marketplace,on_demand,GPU_T1
2143,research_consortium,priority,GPU_T4
2144,managed_account,standard,GPU_T1
2145,research_consortium,priority,GPU_T4
2146,research_consortium,standard,GPU_T1
2147,enterprise_client,standard,GPU_T1
2148,research_consortium,priority,GPU_T1
2149,cloud_marketplace,standard,GPU_T1
2150,research_consortium,priority,GPU_T4
2151,research_consortium,standard,GPU_T1
2152,research_consortium,standard,GPU_T1
2153,research_consortium,standard,GPU_T1
2154,research_consortium,standard,GPU_T1
2155,managed_account,standard,GPU_T1
2156,research_consortium,standard,GPU_T1
2157,managed_account,standard,GPU_T1
2158,managed_account,priority,GPU_T1
2159,cloud_marketplace,priority,GPU_T1
2160,cloud_marketplace,standard,GPU_T4
2161,cloud_marketplace,on_demand,GPU_T2
2162,research_consortium,priority,GPU_T1
2163,internal_research,standard,GPU_T1
2164,cloud_marketplace,standard,GPU_T3
2165,cloud_marketplace,priority,GPU_T1
2166,managed_account,priority,GPU_T4
2167,sponsored_project,on_demand,GPU_T12
2168,cloud_marketplace,standard,GPU_T1
2169,cloud_marketplace,on_demand,GPU_T1
2170,cloud_marketplace,standard,GPU_T1
2171,cloud_marketplace,priority,GPU_T1
2172,cloud_marketplace,standard,GPU_T4
2173,cloud_marketplace,standard,GPU_T1
2174,cloud_marketplace,standard,GPU_T1
2175,internal_research,priority,GPU_T1
2176,internal_research,standard,GPU_T1
2177,managed_account,standard,GPU_T1
2178,cloud_marketplace,standard,GPU_T4
2179,enterprise_client,standard,GPU_T1
2180,cloud_marketplace,standard,GPU_T5
2181,cloud_marketplace,standard,GPU_T1
2182,cloud_marketplace,standard,GPU_T4
2183,cloud_marketplace,on_demand,GPU_T1
2184,internal_research,unknown,GPU_T1
2185,cloud_marketplace,standard,GPU_T2
2186,cloud_marketplace,on_demand,GPU_T1
2187,cloud_marketplace,standard,GPU_T1
2188,cloud_marketplace,standard,GPU_T4
2189,managed_account,standard,GPU_T4
2190,cloud_marketplace,standard,GPU_T3
2191,internal_research,standard,GPU_T1
2192,cloud_marketplace,standard,GPU_T1
2193,cloud_marketplace,on_demand,GPU_T1
2194,cloud_marketplace,on_demand,GPU_T1
2195,cloud_marketplace,on_demand,GPU_T1
2196,cloud_marketplace,standard,GPU_T5
2197,cloud_marketplace,standard,GPU_T1
2198,cloud_marketplace,standard,GPU_T4
2199,cloud_marketplace,standard,GPU_T4
2200,cloud_marketplace,standard,GPU_T1
2201,cloud_marketplace,on_demand,GPU_T1
2202,cloud_marketplace,on_demand,GPU_T1
2203,cloud_marketplace,on_demand,GPU_T1
2204,cloud_marketplace,standard,GPU_T1
2205,cloud_marketplace,priority,GPU_T5
2206,cloud_marketplace,standard,GPU_T5
2207,cloud_marketplace,standard,GPU_T6
2208,cloud_marketplace,standard,GPU_T4
2209,cloud_marketplace,priority,GPU_T4
2210,research_consortium,priority,GPU_T1
2211,cloud_marketplace,standard,GPU_T4
2212,cloud_marketplace,standard,GPU_T1
2213,cloud_marketplace,standard,GPU_T1
2214,cloud_marketplace,standard,GPU_T1
2215,research_consortium,priority,GPU_T1
2216,cloud_marketplace,priority,GPU_T1
2217,cloud_marketplace,standard,GPU_T1
2218,cloud_marketplace,on_demand,GPU_T1
2219,cloud_marketplace,standard,GPU_T1
2220,managed_account,standard,GPU_T1
2221,cloud_marketplace,on_demand,GPU_T1
2222,cloud_marketplace,standard,GPU_T5
2223,cloud_marketplace,on_demand,GPU_T1
2224,cloud_marketplace,on_demand,GPU_T1
2225,managed_account,standard,GPU_T1
2226,cloud_marketplace,standard,GPU_T1
2227,cloud_marketplace,standard,GPU_T4
2228,cloud_marketplace,on_demand,GPU_T1
2229,cloud_marketplace,standard,GPU_T1
2230,managed_account,standard,GPU_T1
2231,cloud_marketplace,standard,GPU_T4
2232,managed_account,standard,GPU_T1
2233,cloud_marketplace,standard,GPU_T5
2234,cloud_marketplace,standard,GPU_T4
2235,research_consortium,standard,GPU_T1
2236,managed_account,standard,GPU_T1
2237,cloud_marketplace,on_demand,GPU_T1
2238,cloud_marketplace,standard,GPU_T1
2239,internal_research,standard,GPU_T4
2240,managed_account,standard,GPU_T1
2241,cloud_marketplace,on_demand,GPU_T1
2242,cloud_marketplace,standard,GPU_T4
2243,cloud_marketplace,standard,GPU_T1
2244,cloud_marketplace,standard,GPU_T4
2245,cloud_marketplace,standard,GPU_T4
2246,research_consortium,priority,GPU_T1
2247,cloud_marketplace,standard,GPU_T4
2248,cloud_marketplace,priority,GPU_T3
2249,managed_account,standard,GPU_T1
2250,research_consortium,standard,GPU_T1
2251,research_consortium,standard,GPU_T1
2252,research_consortium,standard,GPU_T1
2253,cloud_marketplace,on_demand,GPU_T1
2254,research_consortium,priority,GPU_T1
2255,cloud_marketplace,on_demand,GPU_T1
2256,research_consortium,priority,GPU_T4
2257,internal_research,standard,GPU_T5
2258,cloud_marketplace,standard,GPU_T1
2259,cloud_marketplace,standard,GPU_T4
2260,cloud_marketplace,standard,GPU_T4
2261,cloud_marketplace,priority,GPU_T1
2262,cloud_marketplace,standard,GPU_T4
2263,research_consortium,priority,GPU_T4
2264,internal_research,standard,GPU_T1
2265,research_consortium,priority,GPU_T4
2266,cloud_marketplace,standard,GPU_T1
2267,cloud_marketplace,standard,GPU_T4
2268,research_consortium,priority,GPU_T1
2269,research_consortium,priority,GPU_T1
2270,cloud_marketplace,on_demand,GPU_T1
2271,enterprise_client,on_demand,GPU_T1
2272,cloud_marketplace,standard,GPU_T1
2273,cloud_marketplace,standard,GPU_T1
2274,cloud_marketplace,standard,GPU_T4
2275,internal_research,standard,GPU_T1
2276,enterprise_client,standard,GPU_T1
2277,cloud_marketplace,standard,GPU_T1
2278,cloud_marketplace,standard,GPU_T1
2279,cloud_marketplace,standard,GPU_T4
2280,internal_research,standard,GPU_T4
2281,research_consortium,priority,GPU_T4
2282,cloud_marketplace,standard,GPU_T1
2283,cloud_marketplace,on_demand,GPU_T1
2284,managed_account,standard,GPU_T1
2285,cloud_marketplace,standard,GPU_T1
2286,research_consortium,priority,GPU_T1
2287,managed_account,standard,GPU_T1
2288,research_consortium,priority,GPU_T1
2289,cloud_marketplace,standard,GPU_T1
2290,research_consortium,priority,GPU_T1
2291,managed_account,standard,GPU_T1
2292,research_consortium,priority,GPU_T4
2293,cloud_marketplace,standard,GPU_T4
2294,managed_account,priority,GPU_T1
2295,cloud_marketplace,standard,GPU_T1
2296,cloud_marketplace,on_demand,GPU_T1
2297,managed_account,standard,GPU_T1
2298,enterprise_client,standard,GPU_T1
2299,cloud_marketplace,standard,GPU_T4
2300,cloud_marketplace,on_demand,GPU_T1
2301,research_consortium,priority,GPU_T1
2302,research_consortium,priority,GPU_T1
2303,research_consortium,standard,GPU_T1
2304,managed_account,priority,GPU_T1
2305,managed_account,priority,GPU_T1
2306,managed_account,standard,GPU_T4
2307,cloud_marketplace,standard,GPU_T1
2308,cloud_marketplace,priority,GPU_T1
2309,cloud_marketplace,standard,GPU_T1
2310,cloud_marketplace,standard,GPU_T1
2311,research_consortium,standard,GPU_T1
2312,cloud_marketplace,on_demand,GPU_T1
2313,research_consortium,standard,GPU_T1
2314,cloud_marketplace,standard,GPU_T4
2315,cloud_marketplace,on_demand,GPU_T1
2316,cloud_marketplace,standard,GPU_T4
2317,cloud_marketplace,standard,GPU_T7
2318,cloud_marketplace,standard,GPU_T1
2319,cloud_marketplace,standard,GPU_T4
2320,cloud_marketplace,standard,GPU_T4
2321,research_consortium,standard,GPU_T1
2322,research_consortium,standard,GPU_T1
2323,enterprise_client,standard,GPU_T1
2324,research_consortium,standard,GPU_T1
2325,managed_account,priority,GPU_T4
2326,managed_account,standard,GPU_T1
2327,cloud_marketplace,on_demand,GPU_T1
2328,managed_account,standard,GPU_T1
2329,cloud_marketplace,standard,GPU_T4
2330,cloud_marketplace,standard,GPU_T1
2331,cloud_marketplace,standard,GPU_T1
2332,internal_research,standard,GPU_T4
2333,cloud_marketplace,standard,GPU_T6
2334,cloud_marketplace,standard,GPU_T1
2335,cloud_marketplace,standard,GPU_T1
2336,cloud_marketplace,on_demand,GPU_T1
2337,research_consortium,priority,GPU_T1
2338,cloud_marketplace,standard,GPU_T4
2339,research_consortium,priority,GPU_T1
2340,cloud_marketplace,standard,GPU_T5
2341,research_consortium,priority,GPU_T1
2342,cloud_marketplace,on_demand,GPU_T1
2343,cloud_marketplace,standard,GPU_T4
2344,cloud_marketplace,on_demand,GPU_T1
2345,cloud_marketplace,standard,GPU_T4
2346,cloud_marketplace,standard,GPU_T4
2347,cloud_marketplace,standard,GPU_T1
2348,research_consortium,priority,GPU_T1
2349,internal_research,standard,GPU_T1
2350,cloud_marketplace,standard,GPU_T3
2351,managed_account,standard,GPU_T1
2352,cloud_marketplace,priority,GPU_T1
2353,research_consortium,priority,GPU_T1
2354,research_consortium,priority,GPU_T1
2355,cloud_marketplace,standard,GPU_T1
2356,research_consortium,priority,GPU_T1
2357,internal_research,priority,GPU_T1
2358,research_consortium,priority,GPU_T1
2359,research_consortium,priority,GPU_T1
2360,enterprise_client,standard,GPU_T1
2361,internal_research,standard,GPU_T1
2362,internal_research,standard,GPU_T1
2363,cloud_marketplace,on_demand,GPU_T1
2364,internal_research,standard,GPU_T1
2365,cloud_marketplace,on_demand,GPU_T1
2366,cloud_marketplace,standard,GPU_T4
2367,cloud_marketplace,standard,GPU_T1
2368,internal_research,standard,GPU_T1
2369,cloud_marketplace,standard,GPU_T1
2370,cloud_marketplace,standard,GPU_T4
2371,cloud_marketplace,standard,GPU_T4
2372,sponsored_project,standard,GPU_T6
2373,cloud_marketplace,on_demand,GPU_T1
2374,cloud_marketplace,on_demand,GPU_T1
2375,cloud_marketplace,standard,GPU_T6
2376,sponsored_project,standard,GPU_T6
2377,cloud_marketplace,priority,GPU_T5
2378,cloud_marketplace,standard,GPU_T4
2379,managed_account,standard,GPU_T1
2380,cloud_marketplace,priority,GPU_T4
2381,cloud_marketplace,on_demand,GPU_T1
2382,cloud_marketplace,on_demand,GPU_T1
2383,enterprise_client,standard,GPU_T1
2384,managed_account,standard,GPU_T1
2385,enterprise_client,standard,GPU_T5
2386,managed_account,standard,GPU_T1
2387,internal_research,standard,GPU_T6
2388,research_consortium,standard,GPU_T1
2389,managed_account,standard,GPU_T1
2390,managed_account,standard,GPU_T1
2391,internal_research,standard,GPU_T1
2392,managed_account,standard,GPU_T1
2393,cloud_marketplace,standard,GPU_T6
2394,cloud_marketplace,priority,GPU_T1
2395,internal_research,standard,GPU_T1
2396,internal_research,standard,GPU_T1
2397,research_consortium,standard,GPU_T1
2398,managed_account,standard,GPU_T1
2399,cloud_marketplace,standard,GPU_T1
2400,research_consortium,standard,GPU_T1
2401,research_consortium,standard,GPU_T1
2402,cloud_marketplace,standard,GPU_T4
2403,cloud_marketplace,standard,GPU_T4
2404,cloud_marketplace,on_demand,GPU_T1
2405,internal_research,standard,GPU_T1
2406,managed_account,standard,GPU_T1
2407,research_consortium,standard,GPU_T1
2408,cloud_marketplace,standard,GPU_T1
2409,internal_research,standard,GPU_T6
2410,cloud_marketplace,on_demand,GPU_T1
2411,cloud_marketplace,standard,GPU_T1
2412,cloud_marketplace,standard,GPU_T1
2413,research_consortium,priority,GPU_T1
2414,cloud_marketplace,standard,GPU_T4
2415,managed_account,standard,GPU_T1
2416,cloud_marketplace,standard,GPU_T5
2417,cloud_marketplace,standard,GPU_T1
2418,managed_account,standard,GPU_T1
2419,research_consortium,standard,GPU_T1
2420,cloud_marketplace,on_demand,GPU_T1
2421,research_consortium,standard,GPU_T1
2422,cloud_marketplace,standard,GPU_T1
2423,research_consortium,standard,GPU_T1
2424,managed_account,standard,GPU_T1
2425,cloud_marketplace,on_demand,GPU_T1
2426,cloud_marketplace,standard,GPU_T4
2427,managed_account,standard,GPU_T1
2428,managed_account,standard,GPU_T1
2429,research_consortium,unknown,GPU_T1
2430,cloud_marketplace,standard,GPU_T4
2431,research_consortium,unknown,GPU_T1
2432,research_consortium,unknown,GPU_T1
2433,cloud_marketplace,standard,GPU_T1
2434,research_consortium,enterprise,GPU_T3
2435,cloud_marketplace,standard,GPU_T1
2436,managed_account,standard,GPU_T4
2437,managed_account,standard,GPU_T1
2438,managed_account,priority,GPU_T1
2439,cloud_marketplace,standard,GPU_T1
2440,research_consortium,unknown,GPU_T1
2441,internal_research,standard,GPU_T1
2442,cloud_marketplace,priority,GPU_T4
2443,managed_account,priority,GPU_T1
2444,cloud_marketplace,standard,GPU_T4
2445,cloud_marketplace,on_demand,GPU_T1
2446,cloud_marketplace,on_demand,GPU_T1
2447,managed_account,priority,GPU_T1
2448,managed_account,priority,GPU_T1
2449,cloud_marketplace,standard,GPU_T1
2450,cloud_marketplace,standard,GPU_T1
2451,cloud_marketplace,standard,GPU_T1
2452,managed_account,priority,GPU_T1
2453,internal_research,standard,GPU_T1
2454,research_consortium,priority,GPU_T1
2455,cloud_marketplace,standard,GPU_T1
2456,managed_account,priority,GPU_T1
2457,cloud_marketplace,standard,GPU_T4
2458,managed_account,priority,GPU_T4
2459,managed_account,standard,GPU_T1
2460,research_consortium,standard,GPU_T5
2461,managed_account,priority,GPU_T1
2462,managed_account,priority,GPU_T1
2463,cloud_marketplace,standard,GPU_T6
2464,managed_account,priority,GPU_T1
2465,managed_account,priority,GPU_T1
2466,cloud_marketplace,standard,GPU_T4
2467,managed_account,standard,GPU_T1
2468,managed_account,standard,GPU_T1
2469,cloud_marketplace,standard,GPU_T4
2470,research_consortium,priority,GPU_T5
2471,enterprise_client,standard,GPU_T1
2472,cloud_marketplace,standard,GPU_T5
2473,managed_account,standard,GPU_T1
2474,cloud_marketplace,standard,GPU_T4
2475,research_consortium,standard,GPU_T1
2476,managed_account,standard,GPU_T4
2477,managed_account,standard,GPU_T1
