canceled_job,hours_before_execution,request_week,request_day,peak_gpu_hours,offpeak_gpu_hours,num_primary_processes,num_auxiliary_processes,num_background_processes,returning_client,previous_job_cancellations,successful_previous_jobs,resource_modifications,queue_wait_time,estimated_cost_per_hour,reserved_storage_units,special_resource_requests,high_value_client,week_sin,week_cos,datacenter_GPU_Cluster_BB,service_tier_on_demand,service_tier_priority,service_tier_standard,service_tier_unknown,client_type_enterprise_client,client_type_high_priority_partner,client_type_internal_research,client_type_managed_account,client_type_research_consortium,client_type_sponsored_project,request_channel_broker_platform,request_channel_enterprise_portal,request_channel_scheduler_gateway,reserved_gpu_type_GPU_T12,reserved_gpu_type_GPU_T2,reserved_gpu_type_GPU_T3,reserved_gpu_type_GPU_T4,reserved_gpu_type_GPU_T5,reserved_gpu_type_GPU_T6,reserved_gpu_type_GPU_T7,reserved_gpu_type_GPU_T8,assigned_gpu_type_GPU_T10,assigned_gpu_type_GPU_T12,assigned_gpu_type_GPU_T2,assigned_gpu_type_GPU_T3,assigned_gpu_type_GPU_T4,assigned_gpu_type_GPU_T5,assigned_gpu_type_GPU_T6,assigned_gpu_type_GPU_T7,assigned_gpu_type_GPU_T8,assigned_gpu_type_GPU_T9,reservation_commitment_locked_allocation,reservation_commitment_no_commitment,workload_profile_multi_run_experiment,workload_profile_single_experiment,workload_profile_team_project
0,2,7,13,0.0,0.0,3,0.0,0,0,0,0,1,0,0.0,0,2,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,36,7,13,17322.6,33688.3,2,0.0,0,0,0,0,2,0,78.3,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,33,7,13,16052.6,43179.0,1,2.0,0,0,0,0,0,0,150.0,0,1,1,0.7378332790417272,0.6749830015182106,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,158,7,13,14504.2,36153.3,3,0.0,0,0,0,0,4,0,130.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1,42,7,13,14879.4,73430.1,2,0.0,0,0,0,0,2,0,74.8,0,1,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,7,13,0.0,17634.1,2,0.0,0,0,0,0,0,0,128.0,1,2,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,41,7,13,15679.7,57569.6,3,0.0,0,0,0,0,0,0,115.6,0,4,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,5,7,13,34714.8,13958.8,2,0.0,0,0,0,0,0,0,79.0,0,0,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,4,7,13,0.0,23716.3,2,0.0,0,0,0,0,0,0,95.0,0,2,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,21,7,13,32804.1,45303.0,2,0.0,0,0,0,0,0,0,93.0,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,14,7,13,17131.2,0.0,3,0.0,0,0,0,0,2,0,98.0,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,94,7,13,12275.5,43585.2,1,0.0,0,0,0,0,0,0,44.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,2,7,13,0.0,13987.5,2,0.0,0,0,0,0,0,0,65.0,0,1,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,7,13,0.0,15833.8,2,0.0,0,0,0,0,0,0,75.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,2,7,13,0.0,27222.5,2,0.0,0,0,0,0,0,0,79.0,0,1,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,159,7,13,0.0,12648.9,2,0.0,0,0,0,0,0,0,70.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,19,7,13,0.0,8747.2,2,0.0,0,0,0,0,0,0,106.5,0,1,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,22,7,13,13126.2,59892.9,1,2.0,0,0,0,0,1,0,50.4,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,20,7,13,11224.1,21031.4,2,0.0,0,0,0,0,0,0,48.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,13,7,13,15843.9,60309.8,2,0.0,0,0,0,0,0,0,87.0,1,1,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,1,7,13,29516.2,15940.6,2,0.0,0,0,0,0,0,0,60.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,4,7,13,0.0,18976.7,2,0.0,0,0,0,0,0,0,115.0,1,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,94,7,13,14645.8,47007.6,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,26,7,13,13987.7,41620.7,2,0.0,0,0,0,0,0,0,70.0,0,2,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,4,7,13,0.0,14835.0,2,0.0,0,0,0,0,0,0,58.0,0,2,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,17,7,13,8349.8,11739.1,2,1.0,0,0,0,0,0,0,128.0,0,2,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,3,7,13,0.0,14684.3,2,0.0,0,0,0,0,0,0,95.0,0,3,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,14,7,13,5653.2,0.0,1,0.0,0,0,0,0,2,0,98.0,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,4,7,13,0.0,11835.8,2,0.0,0,0,0,0,0,0,78.0,0,2,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,0,7,13,14894.4,9667.7,2,0.0,0,0,0,0,0,0,106.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,0,7,14,0.0,15089.8,2,0.0,0,0,0,0,0,0,60.0,1,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,0,7,14,0.0,16209.9,2,0.0,0,0,0,0,0,0,108.0,1,1,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,4,7,14,0.0,14015.8,2,0.0,0,0,0,0,0,0,99.0,0,2,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,93,7,14,20722.2,86081.9,2,0.0,0,0,0,0,0,0,74.8,0,2,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,6,7,14,0.0,15266.0,2,0.0,0,0,0,0,0,0,108.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,3,7,14,0.0,16984.9,2,0.0,0,0,0,0,0,0,98.0,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,194,7,14,0.0,89255.9,1,0.0,0,0,0,0,0,0,54.32,0,1,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,39,7,14,0.0,20088.3,1,0.0,0,0,0,0,0,0,88.0,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,19,7,14,0.0,37900.9,2,0.0,0,0,0,0,0,0,60.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,37,7,14,0.0,20051.2,2,0.0,0,0,0,0,0,0,98.0,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,14,7,14,0.0,33723.1,1,0.0,0,0,0,0,0,0,35.0,0,0,1,0.7378332790417272,0.6749830015182106,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,18,7,14,0.0,21304.5,1,0.0,0,0,0,0,0,0,98.0,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,18,7,14,0.0,32268.4,2,0.0,0,0,0,0,0,0,100.3,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,7,14,0.0,10806.8,2,0.0,0,0,0,0,0,0,128.0,0,2,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,33,7,14,21928.5,110024.9,1,0.0,0,0,0,0,3,0,73.4,0,0,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,8,7,14,0.0,10087.5,2,0.0,0,0,0,0,0,0,78.0,0,2,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,27,7,14,0.0,53110.8,3,0.0,0,0,0,0,0,0,150.0,0,0,1,0.7378332790417272,0.6749830015182106,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1,7,15,0.0,15055.3,2,0.0,0,0,0,0,0,0,100.0,0,2,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,70,7,15,0.0,37752.9,2,0.0,0,0,0,0,0,0,78.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,70,7,15,0.0,47875.5,2,0.0,0,0,0,0,0,0,78.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,7,7,15,0.0,10039.6,1,0.0,0,0,0,0,0,0,123.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,2,7,15,0.0,16774.3,1,0.0,0,1,1,8,0,0,35.0,0,0,1,0.7378332790417272,0.6749830015182106,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,7,15,0.0,21203.4,1,0.0,0,0,0,0,0,0,35.0,1,0,1,0.7378332790417272,0.6749830015182106,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,7,16,0.0,20811.2,1,0.0,0,0,0,0,0,0,35.0,0,0,1,0.7378332790417272,0.6749830015182106,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,34,7,16,20686.3,81689.3,2,0.0,0,0,0,0,0,0,68.07,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,11,7,16,10912.1,26496.8,2,0.0,0,0,0,0,0,0,79.48,0,1,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,587,7,16,0.0,15390.6,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,7,16,0.0,19754.5,2,0.0,0,0,0,0,0,0,68.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,29,7,16,22008.6,42840.7,1,0.0,0,0,0,0,0,0,49.5,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,92,7,16,9806.5,55815.5,2,0.0,0,0,0,0,0,0,74.8,0,1,0,0.7378332790417272,0.6749830015182106,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,50,7,16,11219.2,31491.4,2,0.0,0,0,0,0,0,0,65.91,0,1,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,587,7,16,0.0,36847.2,2,0.0,0,0,0,0,0,0,62.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,242,7,16,0.0,54842.5,2,0.0,0,0,0,0,1,0,99.2,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,24,7,16,0.0,40648.0,2,0.0,0,0,0,0,0,0,68.0,0,1,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,30,7,16,28383.9,26774.1,1,0.0,0,0,0,0,0,0,40.5,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,44,7,17,17650.2,44604.0,2,2.0,0,0,0,0,0,0,149.6,0,0,1,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,15,7,17,0.0,29241.9,2,0.0,0,0,0,0,0,0,95.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,15,7,17,0.0,26002.5,2,0.0,0,0,0,0,0,0,95.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,0,7,17,0.0,15760.9,2,0.0,0,1,0,0,0,0,60.0,0,1,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,36,7,17,0.0,37003.6,2,0.0,0,0,0,0,1,0,48.0,0,1,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,49,7,17,18777.8,36998.7,2,2.0,0,0,0,0,0,0,149.6,0,1,1,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,15,7,17,0.0,29047.4,2,0.0,0,0,0,0,0,0,95.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,15,7,17,0.0,17851.1,2,0.0,0,0,0,0,0,0,95.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,150,7,17,13908.4,50095.6,2,0.0,0,0,0,0,0,0,58.4,1,0,0,0.7378332790417272,0.6749830015182106,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,24,7,18,0.0,17514.6,2,0.0,0,0,0,0,0,0,70.0,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,21,7,18,24138.7,21838.9,2,0.0,0,0,0,0,0,0,47.25,1,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,1,7,18,0.0,10388.8,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,34,7,18,9096.0,8350.0,1,0.0,0,0,0,0,0,0,43.0,0,2,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,74,7,18,18971.0,18775.7,2,0.0,0,0,0,0,0,0,40.0,0,0,1,0.7378332790417272,0.6749830015182106,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,3,7,18,8232.6,11201.8,2,0.0,0,0,0,0,0,0,61.2,0,0,0,0.7378332790417272,0.6749830015182106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,73,7,18,29056.4,47275.4,2,0.0,0,0,0,0,0,0,90.1,0,2,0,0.7378332790417272,0.6749830015182106,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,19,8,14,57305.0,72250.3,0,0.0,0,0,0,0,1,0,0.0,0,1,0,0.8124868780056813,0.5829794791144721,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,8,14,10381.0,0.0,2,2.0,0,0,0,0,0,0,165.0,0,0,1,0.8124868780056813,0.5829794791144721,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,6,8,14,47438.2,53236.3,1,0.0,0,0,0,0,3,0,102.55,0,0,0,0.8124868780056813,0.5829794791144721,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,11,8,14,46775.3,17836.8,2,0.0,0,0,0,0,0,0,87.0,0,0,0,0.8124868780056813,0.5829794791144721,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,13,8,14,20748.0,53385.0,2,0.0,0,0,0,0,0,0,73.2,0,0,0,0.8124868780056813,0.5829794791144721,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,46,8,14,33225.2,20155.0,2,0.0,0,0,0,0,0,0,29.0,0,0,0,0.8124868780056813,0.5829794791144721,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1,8,14,0.0,0.0,2,0.0,0,0,0,0,0,0,0.0,0,2,0,0.8124868780056813,0.5829794791144721,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,2,8,14,30531.2,14853.8,1,0.0,0,0,0,0,0,0,80.0,0,0,0,0.8124868780056813,0.5829794791144721,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,2,8,14,20407.3,0.0,2,0.0,0,1,0,1,0,0,55.0,0,2,0,0.8124868780056813,0.5829794791144721,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,16,8,14,114571.9,54774.5,2,0.0,0,0,0,0,0,0,57.64,0,0,0,0.8124868780056813,0.5829794791144721,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,28,8,15,16639.3,22059.8,2,0.0,0,0,0,0,0,0,48.0,0,1,0,0.8124868780056813,0.5829794791144721,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,0,8,15,8012.9,13131.6,2,0.0,0,0,0,0,0,0,54.0,1,0,0,0.8124868780056813,0.5829794791144721,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1,7,8,15,14830.8,32650.1,1,0.0,0,0,0,0,0,0,66.22,0,1,0,0.8124868780056813,0.5829794791144721,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,8,15,13839.0,26926.0,1,0.0,0,1,2,20,0,0,65.0,0,1,1,0.8124868780056813,0.5829794791144721,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,4,8,16,0.0,36941.6,2,0.0,0,0,0,0,0,0,80.0,0,0,0,0.8124868780056813,0.5829794791144721,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
